4698.64,6271.93,0
7040,0,6271.93
698.46,0,0
349.23,0,0
0,349.23,0
0,698.46,0
349.23,1396.91,0
349.23,0,1760
7040,0,698.46
0,698.46,1046.5
698.46,0,0
0,349.23,0
0,349.23,698.46
349.23,0,2093
349.23,2093,0
0,0,698.46
349.23,0,4186.01
1046.5,6271.93,3729.31
1760,2093,0
0,698.46,1760
5587.65,0,698.46
349.23,5587.65,6644.88
349.23,0,5587.65
5587.65,7458.62,0
349.23,0,0
2093,5587.65,349.23
6644.88,5587.65,0
0,7458.62,2093
0,6644.88,349.23
349.23,0,698.46
2093,0,6644.88
6644.88,698.46,4434.92
0,2093,0
0,0,4434.92
2093,0,2349.32
1046.5,0,4434.92
5919.91,0,0
349.23,0,4434.92
349.23,0,698.46
4434.92,0,5274.04
698.46,4434.92,5274.04
0,6644.88,0
0,6644.88,4434.92
5587.65,4434.92,0
0,6644.88,0
6644.88,5587.65,0
349.23,5587.65,0
0,6644.88,0
6644.88,349.23,0
349.23,0,5587.65
0,349.23,0
2093,1760,0
0,698.46,1396.91
0,349.23,0
0,4434.92,0
4186.01,5587.65,1396.91
6644.88,4434.92,0
0,4434.92,0
5587.65,5274.04,0
0,5274.04,0
4434.92,0,1396.91
4434.92,0,4186.01
0,6644.88,5587.65
0,5587.65,6644.88
6644.88,0,4434.92
6644.88,5274.04,0
2093,2349.32,0
0,4186.01,6644.88
349.23,0,698.46
349.23,0,698.46
5274.04,2093,7040
8372.02,0,6644.88
349.23,0,0
698.46,6644.88,5587.65
0,0,5274.04
349.23,1046.5,0
0,0,5274.04
0,7040,349.23
5274.04,0,7040
698.46,1046.5,0
698.46,7040,1396.91
349.23,7040,1396.91
5274.04,5587.65,698.46
698.46,0,349.23
0,1396.91,1760
349.23,0,1396.91
0,8372.02,0
1046.5,349.23,2093
0,698.46,0
349.23,0,1046.5
6271.93,5274.04,0
1046.5,6271.93,698.46
0,0,5274.04
349.23,0,0
5274.04,6271.93,0
0,0,5274.04
349.23,0,698.46
0,698.46,349.23
5274.04,5587.65,349.23
0,0,6644.88
0,698.46,1046.5
6271.93,5274.04,4434.92
0,698.46,0
0,349.23,5274.04
349.23,0,698.46
0,0,698.46
0,0,5274.04
6271.93,5274.04,0
6271.93,5274.04,0
5274.04,6271.93,698.46
0,698.46,0
0,6271.93,5274.04
6271.93,5274.04,698.46
698.46,6271.93,5274.04
5919.91,0,4434.92
5587.65,0,349.23
0,349.23,5274.04
1046.5,0,0
698.46,0,4186.01
0,0,5274.04
0,0,5274.04
0,698.46,5274.04
0,349.23,0
6271.93,8372.02,0
0,5274.04,0
0,0,349.23
349.23,5274.04,0
0,1046.5,5274.04
698.46,1046.5,2093
5274.04,0,349.23
0,0,1046.5
1396.91,8372.02,0
0,698.46,0
0,1396.91,0
0,1046.5,0
349.23,1046.5,8372.02
0,698.46,0
6271.93,0,4186.01
349.23,1046.5,0
0,8372.02,5587.65
349.23,1046.5,0
0,2093,1046.5
0,698.46,0
349.23,698.46,0
349.23,2093,0
0,698.46,0
2093,698.46,1046.5
349.23,0,2093
0,698.46,0
698.46,349.23,1396.91
1396.91,4434.92,1760
8869.84,0,5587.65
0,0,698.46
349.23,0,5587.65
698.46,0,4434.92
0,4434.92,0
698.46,0,0
0,0,1396.91
5274.04,0,0
6644.88,0,5274.04
0,6644.88,0
0,349.23,4434.92
0,6271.93,0
4698.64,0,5274.04
349.23,4434.92,0
6271.93,698.46,0
0,349.23,6271.93
0,349.23,0
349.23,0,5587.65
0,6644.88,4434.92
0,349.23,4698.64
0,349.23,0
349.23,4434.92,4698.64
349.23,0,4698.64
0,5274.04,0
0,4434.92,0
349.23,0,4434.92
698.46,0,4434.92
0,0,6644.88
6644.88,0,4698.64
349.23,0,6271.93
1396.91,0,349.23
0,0,698.46
349.23,0,698.46
0,349.23,698.46
0,0,349.23
0,0,349.23
0,0,698.46
0,6644.88,4698.64
4434.92,0,349.23
0,6644.88,5274.04
6271.93,5587.65,0
6644.88,0,6271.93
0,0,5274.04
0,0,0
5274.04,349.23,1046.5
1046.5,4434.92,5919.91
698.46,0,1046.5
349.23,0,0
0,349.23,4434.92
349.23,5274.04,1046.5
349.23,0,698.46
698.46,0,4434.92
0,5274.04,349.23
698.46,5274.04,0
349.23,0,1046.5
0,1046.5,5587.65
1046.5,0,698.46
349.23,2793.83,0
0,0,698.46
0,698.46,5274.04
349.23,1046.5,7040
349.23,0,698.46
698.46,0,0
698.46,5587.65,0
0,698.46,2793.83
7040,2793.83,0
0,698.46,5587.65
349.23,0,2793.83
349.23,698.46,6271.93
349.23,698.46,0
698.46,8372.02,5587.65
349.23,698.46,0
0,698.46,1046.5
349.23,0,5274.04
0,0,698.46
349.23,698.46,0
0,349.23,1396.91
0,1046.5,0
698.46,1046.5,0
0,349.23,6271.93
349.23,6271.93,698.46
698.46,349.23,0
4698.64,0,1046.5
698.46,0,4698.64
349.23,698.46,5274.04
349.23,0,6271.93
5274.04,349.23,0
698.46,0,6271.93
349.23,0,1046.5
5274.04,0,2793.83
698.46,0,349.23
0,1046.5,0
698.46,0,2349.32
0,0,1396.91
0,0,0
698.46,349.23,0
0,0,349.23
0,0,698.46
698.46,349.23,0
349.23,698.46,0
0,0,349.23
0,349.23,0
0,349.23,0
0,5274.04,5919.91
0,0,5274.04
698.46,0,0
0,698.46,0
698.46,0,349.23
349.23,698.46,0
698.46,0,1046.5
0,349.23,698.46
0,5587.65,698.46
698.46,349.23,0
0,5274.04,0
349.23,0,4698.64
349.23,5587.65,0
0,6271.93,0
8372.02,8372.02,0
349.23,698.46,0
0,0,1396.91
1046.5,0,698.46
1396.91,349.23,0
349.23,0,698.46
349.23,0,698.46
698.46,349.23,1046.5
698.46,349.23,1046.5
698.46,1046.5,0
349.23,1046.5,0
698.46,1046.5,0
349.23,0,1046.5
698.46,1046.5,0
698.46,349.23,0
0,698.46,7040
0,349.23,1046.5
0,698.46,1046.5
0,698.46,0
698.46,0,349.23
349.23,0,698.46
0,698.46,0
1046.5,0,698.46
1046.5,0,349.23
1046.5,0,7040
0,0,1046.5
698.46,1046.5,11839.82
349.23,698.46,0
0,698.46,1046.5
698.46,0,1046.5
698.46,0,1046.5
349.23,0,1046.5
1760,0,1046.5
349.23,0,0
349.23,1046.5,1760
349.23,0,1046.5
349.23,0,698.46
0,349.23,698.46
0,0,698.46
349.23,1046.5,0
0,0,698.46
698.46,1046.5,0
349.23,0,698.46
0,698.46,1046.5
1046.5,698.46,0
0,0,1396.91
698.46,349.23,0
0,0,698.46
1760,1396.91,0
0,0,1760
0,349.23,0
0,2793.83,3135.96
0,2793.83,2349.32
0,0,2349.32
0,2349.32,0
2093,0,2349.32
0,1760,2349.32
0,2793.83,3135.96
0,2349.32,0
2349.32,0,2793.83
0,2349.32,0
2349.32,0,1760
349.23,698.46,2093
349.23,0,698.46
0,2093,1046.5
349.23,0,1046.5
0,349.23,4186.01
698.46,0,349.23
349.23,0,1046.5
0,0,698.46
698.46,0,0
698.46,349.23,1046.5
0,0,349.23
0,698.46,0
0,698.46,1046.5
349.23,0,698.46
0,349.23,1046.5
698.46,1046.5,0
698.46,1046.5,8869.84
1046.5,0,698.46
349.23,0,698.46
349.23,698.46,1046.5
0,698.46,0
349.23,0,1046.5
0,6644.88,0
349.23,698.46,0
349.23,0,6644.88
6644.88,0,1396.91
0,6644.88,698.46
349.23,0,6644.88
0,0,6644.88
349.23,0,698.46
0,0,698.46
0,698.46,0
0,1046.5,0
349.23,698.46,0
1396.91,0,349.23
0,349.23,1396.91
0,1396.91,4434.92
0,349.23,1396.91
1046.5,1396.91,0
1396.91,1046.5,0
0,1760,0
1760,349.23,2349.32
2349.32,0,1760
2349.32,1760,0
0,349.23,0
1760,0,0
0,2349.32,2793.83
2349.32,0,1396.91
0,349.23,0
1396.91,3729.31,0
698.46,2093,0
349.23,0,0
0,0,349.23
0,0,349.23
0,1396.91,349.23
1046.5,0,0
349.23,1046.5,698.46
698.46,0,1046.5
698.46,0,1046.5
349.23,0,0
0,1396.91,698.46
0,349.23,6644.88
698.46,6271.93,0
349.23,0,6644.88
349.23,6644.88,0
0,1046.5,698.46
698.46,0,1046.5
349.23,0,698.46
1046.5,0,349.23
349.23,0,0
0,698.46,1396.91
698.46,0,0
698.46,1396.91,0
0,698.46,0
349.23,1760,4186.01
349.23,0,1046.5
349.23,2093,0
349.23,3729.31,1760
0,3729.31,0
0,3729.31,0
349.23,0,698.46
0,349.23,2093
1760,1396.91,0
1760,0,0
2093,0,349.23
698.46,2793.83,2349.32
0,0,1046.5
0,349.23,2793.83
349.23,0,0
698.46,0,1046.5
0,0,349.23
698.46,0,1396.91
0,0,4186.01
0,698.46,0
349.23,0,2093
698.46,0,0
0,3729.31,0
0,698.46,0
4186.01,349.23,0
349.23,0,0
0,0,698.46
349.23,698.46,0
0,0,4186.01
0,349.23,698.46
698.46,0,0
349.23,698.46,0
1046.5,0,698.46
0,0,698.46
0,698.46,1396.91
0,0,698.46
5587.65,0,0
349.23,0,698.46
1760,2093,1396.91
0,0,0
0,349.23,0
2093,1396.91,2349.32
0,1046.5,349.23
0,698.46,1396.91
349.23,1046.5,0
1046.5,0,1396.91
698.46,1760,0
349.23,0,1760
0,1046.5,0
1760,1396.91,1046.5
1760,0,349.23
1760,1396.91,1046.5
1760,0,698.46
1760,698.46,0
1396.91,1046.5,4434.92
698.46,1396.91,0
349.23,0,698.46
0,349.23,0
698.46,1760,2349.32
698.46,0,1046.5
349.23,698.46,1396.91
0,0,698.46
698.46,0,0
698.46,0,1396.91
698.46,0,1396.91
0,698.46,0
698.46,1046.5,0
0,349.23,0
0,0,698.46
349.23,0,1046.5
349.23,0,0
0,349.23,0
0,349.23,1046.5
0,349.23,1046.5
0,0,698.46
0,1760,0
698.46,0,0
349.23,0,698.46
698.46,0,0
0,698.46,0
698.46,349.23,4698.64
0,349.23,4698.64
349.23,0,4698.64
349.23,0,7458.62
0,0,349.23
4186.01,0,349.23
0,4186.01,349.23
0,0,349.23
8372.02,2349.32,8372.02
0,698.46,0
349.23,698.46,0
0,698.46,349.23
698.46,0,0
698.46,349.23,0
349.23,698.46,0
698.46,0,349.23
349.23,0,1046.5
698.46,0,1046.5
349.23,0,1046.5
349.23,0,698.46
0,349.23,1046.5
0,0,698.46
0,698.46,0
1046.5,0,349.23
349.23,1046.5,1760
349.23,1396.91,1046.5
0,349.23,0
349.23,0,1396.91
1046.5,0,349.23
349.23,0,698.46
349.23,0,0
0,0,698.46
349.23,0,0
0,698.46,1046.5
349.23,0,1396.91
698.46,349.23,0
349.23,698.46,0
0,698.46,349.23
698.46,0,2793.83
698.46,0,1396.91
698.46,1046.5,0
0,698.46,1046.5
349.23,0,0
0,349.23,1046.5
349.23,1046.5,0
0,698.46,0
0,349.23,4434.92
349.23,0,698.46
0,349.23,2349.32
1046.5,2349.32,0
0,698.46,0
0,4186.01,698.46
698.46,0,349.23
0,3729.31,3135.96
0,0,3135.96
0,0,3729.31
4186.01,3729.31,0
349.23,1760,0
349.23,1046.5,0
0,0,0
698.46,1046.5,0
349.23,0,698.46
0,0,2793.83
349.23,0,2093
698.46,0,4186.01
0,698.46,0
349.23,698.46,2093
698.46,349.23,0
349.23,0,4186.01
0,0,698.46
698.46,2093,4186.01
0,0,698.46
0,0,698.46
698.46,0,0
349.23,0,698.46
0,698.46,0
349.23,0,0
0,349.23,2093
0,698.46,0
0,4186.01,0
0,4186.01,0
349.23,0,2093
0,0,2093
0,0,0
349.23,0,4186.01
0,0,4698.64
0,4698.64,0
698.46,0,4698.64
0,698.46,0
0,0,4698.64
0,1046.5,2093
0,0,698.46
349.23,1046.5,2093
0,1396.91,0
2093,0,0
1046.5,0,0
349.23,5274.04,0
0,5274.04,4698.64
349.23,4698.64,5274.04
4698.64,698.46,0
0,1396.91,698.46
2093,698.46,0
0,698.46,0
0,0,349.23
0,0,1396.91
0,349.23,0
0,5274.04,698.46
349.23,0,1046.5
349.23,0,0
698.46,0,1046.5
0,1396.91,0
698.46,349.23,0
698.46,0,0
1046.5,0,0
0,349.23,0
0,698.46,0
0,0,1046.5
0,0,349.23
349.23,0,1046.5
349.23,0,1046.5
349.23,698.46,0
349.23,0,698.46
0,698.46,0
0,349.23,0
0,0,698.46
349.23,7458.62,7040
349.23,698.46,0
698.46,349.23,0
698.46,7040,2093
0,349.23,1046.5
0,1046.5,349.23
0,1046.5,7458.62
698.46,0,0
349.23,0,1046.5
349.23,1046.5,0
0,698.46,0
0,698.46,0
349.23,698.46,0
0,349.23,0
0,698.46,0
349.23,0,698.46
349.23,0,1046.5
0,0,1396.91
0,1396.91,1046.5
0,349.23,698.46
0,349.23,0
0,1396.91,0
0,0,698.46
2349.32,0,1046.5
0,0,2349.32
0,349.23,2349.32
1396.91,1046.5,0
1046.5,2349.32,2093
349.23,1046.5,0
0,698.46,0
349.23,698.46,1046.5
0,0,1046.5
1760,0,1396.91
1046.5,349.23,1396.91
349.23,0,698.46
349.23,698.46,0
698.46,349.23,1046.5
349.23,1046.5,0
1046.5,698.46,0
0,349.23,1046.5
1046.5,349.23,698.46
0,0,1046.5
698.46,0,0
0,349.23,0
698.46,0,1046.5
349.23,0,698.46
349.23,1046.5,1396.91
1046.5,0,0
0,0,1046.5
349.23,698.46,0
349.23,1396.91,0
349.23,0,698.46
349.23,698.46,0
0,349.23,1046.5
0,349.23,0
0,0,698.46
0,698.46,0
0,349.23,0
0,698.46,0
349.23,1046.5,0
0,698.46,1046.5
698.46,0,4186.01
698.46,0,2793.83
0,698.46,0
349.23,0,0
0,3135.96,1396.91
0,0,1396.91
698.46,349.23,0
349.23,0,698.46
349.23,0,1396.91
698.46,2349.32,0
349.23,0,3729.31
0,0,698.46
698.46,1046.5,0
698.46,349.23,0
0,0,0
0,349.23,0
0,698.46,2093
349.23,0,698.46
0,1046.5,0
698.46,1046.5,0
349.23,698.46,1760
349.23,0,698.46
349.23,698.46,1760
0,0,1760
0,698.46,0
698.46,0,0
0,1760,2093
349.23,698.46,1760
349.23,0,698.46
0,1046.5,0
0,0,349.23
349.23,0,698.46
0,349.23,3729.31
1046.5,0,1396.91
698.46,0,1396.91
0,0,1046.5
0,1046.5,349.23
349.23,2093,698.46
698.46,349.23,0
1760,0,698.46
3729.31,4434.92,0
0,1760,0
0,349.23,1760
1396.91,0,0
698.46,0,1396.91
1396.91,0,1760
698.46,349.23,2349.32
1396.91,0,698.46
698.46,0,0
698.46,0,1396.91
349.23,0,1396.91
0,349.23,0
349.23,0,698.46
0,2793.83,698.46
0,2793.83,349.23
349.23,698.46,0
698.46,1046.5,2793.83
0,2793.83,1396.91
349.23,0,698.46
0,698.46,0
1046.5,0,698.46
0,349.23,0
1760,0,0
349.23,698.46,0
0,698.46,0
349.23,698.46,0
0,349.23,0
1046.5,0,349.23
349.23,0,698.46
0,698.46,0
0,698.46,0
698.46,0,0
0,1396.91,698.46
0,698.46,1046.5
0,0,698.46
698.46,0,0
698.46,0,0
698.46,0,1046.5
0,698.46,1046.5
0,1396.91,1046.5
0,0,698.46
0,698.46,0
698.46,0,1396.91
349.23,0,698.46
349.23,698.46,0
0,0,349.23
0,0,0
349.23,0,698.46
0,698.46,2349.32
2349.32,698.46,0
349.23,698.46,0
349.23,0,2349.32
2349.32,698.46,0
0,2349.32,0
349.23,0,698.46
0,698.46,0
0,349.23,2349.32
349.23,698.46,2349.32
0,2349.32,0
1046.5,1396.91,0
698.46,349.23,0
698.46,0,349.23
0,349.23,0
0,349.23,2349.32
698.46,349.23,0
0,698.46,0
0,349.23,0
698.46,0,1396.91
0,698.46,0
0,349.23,1760
698.46,0,1396.91
698.46,0,1396.91
0,698.46,0
0,16744,16744
698.46,0,16744
0,698.46,16744
0,349.23,0
349.23,698.46,1396.91
698.46,0,0
1396.91,0,0
349.23,0,698.46
1396.91,0,2793.83
698.46,0,1396.91
1046.5,349.23,0
0,0,698.46
1046.5,0,2349.32
0,349.23,0
1046.5,349.23,0
1046.5,698.46,1396.91
698.46,1046.5,0
1046.5,0,698.46
1046.5,698.46,0
0,0,698.46
349.23,0,698.46
0,1046.5,0
349.23,0,0
698.46,0,349.23
698.46,0,1046.5
0,1046.5,349.23
1046.5,0,0
0,1046.5,349.23
1046.5,1396.91,698.46
1046.5,0,0
0,1046.5,1396.91
349.23,0,1046.5
698.46,0,2093
0,1396.91,349.23
0,698.46,1046.5
349.23,0,698.46
349.23,0,1760
0,1046.5,0
349.23,0,1046.5
0,698.46,0
349.23,0,0
349.23,698.46,0
0,1046.5,0
349.23,698.46,0
0,0,698.46
0,698.46,0
0,0,698.46
0,7040,7458.62
7458.62,0,0
7902.13,0,698.46
0,7040,7458.62
1046.5,698.46,0
0,0,1396.91
1046.5,0,349.23
698.46,0,1046.5
0,1046.5,349.23
0,349.23,1046.5
0,0,698.46
0,1396.91,1046.5
349.23,1046.5,0
349.23,0,9956.06
349.23,1396.91,0
0,1046.5,698.46
349.23,698.46,1396.91
349.23,0,1046.5
0,1046.5,698.46
0,349.23,1046.5
0,349.23,1046.5
0,0,698.46
0,349.23,1046.5
698.46,1046.5,349.23
0,698.46,0
0,698.46,0
0,698.46,0
0,1046.5,698.46
0,1046.5,698.46
349.23,698.46,0
0,698.46,0
0,1046.5,0
698.46,1046.5,0
698.46,0,1046.5
698.46,0,1046.5
0,698.46,0
349.23,0,1046.5
698.46,0,1046.5
0,698.46,0
0,0,349.23
0,1760,1046.5
349.23,0,1046.5
698.46,1396.91,2349.32
0,1046.5,0
0,349.23,1046.5
0,349.23,1046.5
698.46,349.23,0
0,0,1046.5
0,698.46,0
0,349.23,1046.5
698.46,0,1046.5
0,698.46,1046.5
698.46,349.23,0
349.23,4698.64,0
349.23,0,698.46
0,5274.04,0
5587.65,0,4434.92
349.23,0,698.46
349.23,0,1046.5
349.23,0,698.46
0,698.46,0
349.23,0,1046.5
698.46,0,4698.64
0,698.46,0
349.23,1760,0
0,0,1760
1760,0,0
0,1046.5,349.23
0,698.46,2093
1396.91,0,1046.5
0,3135.96,0
0,0,1046.5
1396.91,0,349.23
0,0,1046.5
1396.91,1760,0
349.23,0,698.46
349.23,0,0
0,698.46,349.23
349.23,698.46,0
0,1046.5,1396.91
0,0,3520
698.46,0,1396.91
349.23,2349.32,0
0,698.46,0
349.23,0,2349.32
0,0,698.46
349.23,0,698.46
1046.5,698.46,0
698.46,0,349.23
1046.5,0,698.46
0,349.23,698.46
349.23,0,698.46
349.23,0,1046.5
698.46,1046.5,0
1396.91,0,0
0,349.23,0
698.46,0,0
1046.5,349.23,2093
349.23,1046.5,0
698.46,0,1760
0,698.46,0
0,3729.31,0
0,349.23,3520
0,2349.32,698.46
3520,0,1046.5
349.23,698.46,0
698.46,0,3520
0,3520,1046.5
698.46,2349.32,0
0,3135.96,3729.31
0,349.23,3135.96
3520,0,3135.96
0,3135.96,698.46
0,0,3135.96
0,3135.96,1760
349.23,1760,0
698.46,0,0
0,698.46,0
349.23,0,1046.5
0,0,698.46
0,698.46,0
0,0,1046.5
0,1046.5,0
349.23,698.46,0
0,349.23,0
698.46,0,1046.5
0,1396.91,349.23
349.23,0,1396.91
1046.5,0,0
349.23,0,698.46
349.23,1396.91,0
0,698.46,1760
698.46,349.23,0
0,1046.5,0
0,1396.91,349.23
698.46,2349.32,0
698.46,0,0
349.23,0,2093
2093,0,349.23
349.23,1046.5,1396.91
698.46,1396.91,349.23
1046.5,0,349.23
1046.5,0,349.23
349.23,0,1046.5
0,1396.91,0
1046.5,0,3135.96
0,698.46,0
0,0,349.23
0,698.46,1046.5
0,349.23,1760
0,0,1046.5
349.23,698.46,2349.32
349.23,0,698.46
0,698.46,0
698.46,0,1046.5
0,349.23,1046.5
0,0,1046.5
349.23,698.46,0
349.23,698.46,1046.5
698.46,349.23,1396.91
0,0,698.46
0,0,349.23
349.23,1046.5,0
698.46,349.23,1046.5
1046.5,0,349.23
0,1046.5,1396.91
349.23,1046.5,0
0,349.23,0
0,349.23,0
0,1760,0
0,698.46,0
698.46,0,0
0,0,1046.5
698.46,0,0
698.46,1046.5,349.23
698.46,1046.5,0
0,1046.5,0
0,349.23,698.46
698.46,1046.5,1760
0,349.23,0
698.46,349.23,0
0,0,1046.5
698.46,1046.5,0
0,698.46,1046.5
0,1046.5,0
698.46,7458.62,0
0,1046.5,0
698.46,0,7458.62
349.23,698.46,1046.5
349.23,0,0
1046.5,698.46,0
349.23,1046.5,0
349.23,1046.5,7458.62
349.23,0,0
698.46,0,1760
0,349.23,0
0,698.46,0
349.23,1046.5,0
1396.91,0,349.23
0,349.23,1396.91
0,0,349.23
1760,1396.91,349.23
1396.91,0,698.46
698.46,2093,1396.91
349.23,1760,0
0,2093,1760
0,698.46,0
2349.32,0,1046.5
698.46,0,349.23
0,698.46,0
0,698.46,2349.32
698.46,1396.91,0
0,349.23,2349.32
349.23,2349.32,1396.91
349.23,0,1046.5
1760,2349.32,1046.5
349.23,0,698.46
0,698.46,0
2093,0,1760
0,1396.91,1046.5
1046.5,0,2093
0,698.46,0
2349.32,0,2093
349.23,1046.5,0
349.23,1046.5,2093
349.23,1046.5,0
2093,0,1760
0,1046.5,0
0,1046.5,0
2093,1046.5,0
0,0,1046.5
0,698.46,1046.5
698.46,0,1046.5
349.23,698.46,0
349.23,698.46,0
349.23,698.46,1396.91
349.23,0,698.46
349.23,698.46,1760
1396.91,1760,1046.5
0,349.23,1046.5
698.46,1046.5,0
1046.5,0,349.23
0,0,1046.5
349.23,0,698.46
349.23,0,1046.5
349.23,0,698.46
1046.5,0,349.23
349.23,1046.5,698.46
0,1046.5,0
0,349.23,1046.5
698.46,0,0
349.23,1046.5,0
349.23,1046.5,10548.08
0,349.23,1046.5
349.23,0,1046.5
349.23,698.46,9956.06
0,0,1396.91
0,10548.08,10548.08
10548.08,349.23,11175.3
349.23,0,0
698.46,0,10548.08
349.23,10548.08,0
0,698.46,10548.08
0,349.23,9397.27
1046.5,2093,0
698.46,349.23,0
0,0,1396.91
698.46,0,0
1396.91,7040,0
349.23,0,7040
349.23,698.46,0
698.46,0,6271.93
1046.5,6271.93,6644.88
698.46,0,349.23
349.23,0,6644.88
0,698.46,0
349.23,0,7040
0,698.46,349.23
349.23,1046.5,1396.91
349.23,1046.5,0
698.46,349.23,1046.5
349.23,0,698.46
349.23,0,698.46
1396.91,349.23,1760
698.46,1046.5,0
0,698.46,0
349.23,0,1046.5
0,0,349.23
698.46,1046.5,0
1046.5,0,698.46
1046.5,349.23,0
0,698.46,0
1046.5,0,1396.91
1046.5,349.23,0
1046.5,0,349.23
0,698.46,0
349.23,1760,0
0,0,349.23
1396.91,0,1046.5
1046.5,0,698.46
0,0,1046.5
349.23,698.46,0
0,698.46,349.23
349.23,0,1396.91
1396.91,0,698.46
